"id","sku","name","price","stock","category_id"
"5357","SKU-5357","Item 5357","560.76","22","17"
"5358","SKU-5358","Item 5358","599.49","53","35"
"5359","SKU-5359","Item 5359","606.46","10","15"
"5360","SKU-5360","Item 5360","233.46","72","43"
"5361","SKU-5361","Item 5361","301.35","6","15"
"5362","SKU-5362","Item 5362","287.55","60","38"
"5363","SKU-5363","Item 5363","449.90","97","5"
"5364","SKU-5364","Item 5364","257.43","33","9"
"5365","SKU-5365","Item 5365","759.36","41","4"
"5366","SKU-5366","Item 5366","117.75","63","16"
"5367","SKU-5367","Item 5367","238.76","75","31"
"5368","SKU-5368","Item 5368","225.78","31","4"
"5369","SKU-5369","Item 5369","438.11","31","43"
"5370","SKU-5370","Item 5370","306.37","93","7"
"5371","SKU-5371","Item 5371","585.64","99","24"
"5372","SKU-5372","Item 5372","249.53","55","44"
"5373","SKU-5373","Item 5373","788.58","59","11"
"5374","SKU-5374","Item 5374","166.96","82","27"
"5375","SKU-5375","Item 5375","904.46","57","47"
"5376","SKU-5376","Item 5376","561.83","15","21"
"5377","SKU-5377","Item 5377","889.12","38","11"
"5378","SKU-5378","Item 5378","899.05","11","16"
"5379","SKU-5379","Item 5379","986.54","94","9"
"5380","SKU-5380","Item 5380","959.31","52","32"
"5381","SKU-5381","Item 5381","280.56","73","11"
"5382","SKU-5382","Item 5382","578.05","33","38"
"5383","SKU-5383","Item 5383","164.17","16","7"
"5384","SKU-5384","Item 5384","785.96","23","9"
"5385","SKU-5385","Item 5385","108.50","38","2"
"5386","SKU-5386","Item 5386","248.74","42","39"
"5387","SKU-5387","Item 5387","664.51","12","41"
"5388","SKU-5388","Item 5388","750.43","40","6"
"5389","SKU-5389","Item 5389","136.53","6","27"
"5390","SKU-5390","Item 5390","118.87","27","15"
"5391","SKU-5391","Item 5391","668.40","94","48"
"5392","SKU-5392","Item 5392","216.13","39","43"
"5393","SKU-5393","Item 5393","176.33","46","35"
"5394","SKU-5394","Item 5394","730.52","4","20"
"5395","SKU-5395","Item 5395","204.64","57","44"
"5396","SKU-5396","Item 5396","137.67","62","33"
"5397","SKU-5397","Item 5397","340.54","36","21"
"5398","SKU-5398","Item 5398","691.37","87","4"
"5399","SKU-5399","Item 5399","655.90","35","48"
"5400","SKU-5400","Item 5400","998.92","14","50"
"5401","SKU-5401","Item 5401","16.60","9","34"
"5402","SKU-5402","Item 5402","720.35","98","50"
"5403","SKU-5403","Item 5403","39.53","95","13"
"5404","SKU-5404","Item 5404","278.36","35","17"
"5405","SKU-5405","Item 5405","706.99","79","7"
"5406","SKU-5406","Item 5406","288.83","11","49"
"5407","SKU-5407","Item 5407","663.23","14","32"
"5408","SKU-5408","Item 5408","181.07","99","17"
"5409","SKU-5409","Item 5409","254.30","17","13"
"5410","SKU-5410","Item 5410","450.23","37","15"
"5411","SKU-5411","Item 5411","426.30","65","40"
"5412","SKU-5412","Item 5412","285.24","8","12"
"5413","SKU-5413","Item 5413","359.75","39","18"
"5414","SKU-5414","Item 5414","695.09","13","11"
"5415","SKU-5415","Item 5415","181.66","17","26"
"5416","SKU-5416","Item 5416","141.59","71","25"
"5417","SKU-5417","Item 5417","765.98","6","7"
"5418","SKU-5418","Item 5418","642.96","64","18"
"5419","SKU-5419","Item 5419","965.56","32","14"
"5420","SKU-5420","Item 5420","489.61","39","34"
"5421","SKU-5421","Item 5421","273.18","13","10"
"5422","SKU-5422","Item 5422","492.30","46","32"
"5423","SKU-5423","Item 5423","735.69","24","26"
"5424","SKU-5424","Item 5424","329.18","74","3"
"5425","SKU-5425","Item 5425","232.70","53","31"
"5426","SKU-5426","Item 5426","862.55","64","31"
"5427","SKU-5427","Item 5427","329.74","24","47"
"5428","SKU-5428","Item 5428","361.94","18","48"
"5429","SKU-5429","Item 5429","622.15","11","48"
"5430","SKU-5430","Item 5430","658.57","81","36"
"5431","SKU-5431","Item 5431","700.80","52","41"
"5432","SKU-5432","Item 5432","303.93","37","29"
"5433","SKU-5433","Item 5433","625.65","88","15"
"5434","SKU-5434","Item 5434","140.05","9","26"
"5435","SKU-5435","Item 5435","101.38","29","25"
"5436","SKU-5436","Item 5436","763.10","29","30"
"5437","SKU-5437","Item 5437","347.07","5","15"
"5438","SKU-5438","Item 5438","282.95","49","37"
"5439","SKU-5439","Item 5439","198.41","51","6"
"5440","SKU-5440","Item 5440","455.11","19","21"
"5441","SKU-5441","Item 5441","345.23","81","4"
"5442","SKU-5442","Item 5442","680.92","90","40"
"5443","SKU-5443","Item 5443","659.78","56","20"
"5444","SKU-5444","Item 5444","722.29","13","20"
"5445","SKU-5445","Item 5445","370.86","97","50"
"5446","SKU-5446","Item 5446","558.18","52","3"
"5447","SKU-5447","Item 5447","336.38","41","22"
"5448","SKU-5448","Item 5448","791.14","70","44"
"5449","SKU-5449","Item 5449","820.50","79","34"
"5450","SKU-5450","Item 5450","725.28","27","35"
"5451","SKU-5451","Item 5451","188.05","42","50"
"5452","SKU-5452","Item 5452","39.25","8","22"
"5453","SKU-5453","Item 5453","858.30","6","18"
"5454","SKU-5454","Item 5454","701.75","81","45"
"5455","SKU-5455","Item 5455","333.38","32","26"
"5456","SKU-5456","Item 5456","715.71","79","38"
"5457","SKU-5457","Item 5457","509.53","51","1"
"5458","SKU-5458","Item 5458","237.81","17","22"
"5459","SKU-5459","Item 5459","135.21","23","32"
"5460","SKU-5460","Item 5460","583.41","90","38"
"5461","SKU-5461","Item 5461","634.40","58","47"
"5462","SKU-5462","Item 5462","905.55","93","12"
"5463","SKU-5463","Item 5463","430.59","21","44"
"5464","SKU-5464","Item 5464","200.93","69","29"
"5465","SKU-5465","Item 5465","781.22","29","47"
"5466","SKU-5466","Item 5466","619.61","55","42"
"5467","SKU-5467","Item 5467","222.74","46","41"
"5468","SKU-5468","Item 5468","775.55","87","21"
"5469","SKU-5469","Item 5469","947.01","99","19"
"5470","SKU-5470","Item 5470","420.09","90","45"
"5471","SKU-5471","Item 5471","487.06","8","20"
"5472","SKU-5472","Item 5472","903.52","6","16"
"5473","SKU-5473","Item 5473","706.55","37","31"
"5474","SKU-5474","Item 5474","207.00","33","15"
"5475","SKU-5475","Item 5475","475.74","79","30"
"5476","SKU-5476","Item 5476","791.58","33","9"
"5477","SKU-5477","Item 5477","294.99","72","21"
"5478","SKU-5478","Item 5478","950.62","23","19"
"5479","SKU-5479","Item 5479","420.56","12","2"
"5480","SKU-5480","Item 5480","233.16","32","48"
"5481","SKU-5481","Item 5481","35.95","15","8"
"5482","SKU-5482","Item 5482","964.87","38","47"
"5483","SKU-5483","Item 5483","680.23","54","3"
"5484","SKU-5484","Item 5484","999.28","5","16"
"5485","SKU-5485","Item 5485","710.54","94","27"
"5486","SKU-5486","Item 5486","259.45","28","8"
"5487","SKU-5487","Item 5487","509.77","23","7"
"5488","SKU-5488","Item 5488","116.39","2","27"
"5489","SKU-5489","Item 5489","505.83","64","8"
"5490","SKU-5490","Item 5490","674.07","33","40"
"5491","SKU-5491","Item 5491","518.12","42","35"
"5492","SKU-5492","Item 5492","713.46","68","9"
"5493","SKU-5493","Item 5493","283.81","97","37"
"5494","SKU-5494","Item 5494","499.33","13","47"
"5495","SKU-5495","Item 5495","321.72","50","48"
"5496","SKU-5496","Item 5496","449.00","71","37"
"5497","SKU-5497","Item 5497","902.71","68","40"
"5498","SKU-5498","Item 5498","304.12","69","26"
"5499","SKU-5499","Item 5499","805.13","41","17"
"5500","SKU-5500","Item 5500","93.89","83","18"
"5501","SKU-5501","Item 5501","914.95","35","39"
"5502","SKU-5502","Item 5502","919.93","37","49"
"5503","SKU-5503","Item 5503","272.28","98","2"
"5504","SKU-5504","Item 5504","783.19","40","30"
"5505","SKU-5505","Item 5505","535.81","8","9"
"5506","SKU-5506","Item 5506","110.55","36","15"
"5507","SKU-5507","Item 5507","782.10","35","21"
"5508","SKU-5508","Item 5508","402.90","84","30"
"5509","SKU-5509","Item 5509","414.87","67","11"
"5510","SKU-5510","Item 5510","209.84","46","45"
"5511","SKU-5511","Item 5511","340.93","40","21"
"5512","SKU-5512","Item 5512","864.93","50","20"
"5513","SKU-5513","Item 5513","742.16","99","2"
"5514","SKU-5514","Item 5514","612.97","72","43"
"5515","SKU-5515","Item 5515","14.21","80","6"
"5516","SKU-5516","Item 5516","492.08","8","38"
"5517","SKU-5517","Item 5517","507.36","54","22"
"5518","SKU-5518","Item 5518","848.99","20","31"
"5519","SKU-5519","Item 5519","891.94","27","49"
"5520","SKU-5520","Item 5520","775.15","72","3"
"5521","SKU-5521","Item 5521","688.05","51","48"
"5522","SKU-5522","Item 5522","772.15","16","17"
"5523","SKU-5523","Item 5523","584.45","95","15"
"5524","SKU-5524","Item 5524","944.05","77","44"
"5525","SKU-5525","Item 5525","585.89","35","37"
"5526","SKU-5526","Item 5526","245.77","54","33"
"5527","SKU-5527","Item 5527","815.13","73","38"
"5528","SKU-5528","Item 5528","955.81","57","9"
"5529","SKU-5529","Item 5529","707.26","56","8"
"5530","SKU-5530","Item 5530","116.83","9","31"
"5531","SKU-5531","Item 5531","851.22","44","23"
"5532","SKU-5532","Item 5532","572.44","73","1"
"5533","SKU-5533","Item 5533","553.40","30","29"
"5534","SKU-5534","Item 5534","203.14","68","18"
"5535","SKU-5535","Item 5535","938.04","99","10"
"5536","SKU-5536","Item 5536","843.03","32","11"
"5537","SKU-5537","Item 5537","523.96","70","40"
"5538","SKU-5538","Item 5538","996.39","49","21"
"5539","SKU-5539","Item 5539","282.32","10","26"
"5540","SKU-5540","Item 5540","811.14","66","48"
"5541","SKU-5541","Item 5541","828.15","41","44"
"5542","SKU-5542","Item 5542","798.95","12","35"
"5543","SKU-5543","Item 5543","215.65","59","13"
"5544","SKU-5544","Item 5544","997.35","90","3"
"5545","SKU-5545","Item 5545","86.11","45","46"
"5546","SKU-5546","Item 5546","334.57","23","21"
"5547","SKU-5547","Item 5547","265.99","40","9"
"5548","SKU-5548","Item 5548","114.25","32","14"
"5549","SKU-5549","Item 5549","604.85","71","35"
"5550","SKU-5550","Item 5550","853.41","32","50"
"5551","SKU-5551","Item 5551","224.77","6","44"
"5552","SKU-5552","Item 5552","252.04","25","35"
"5553","SKU-5553","Item 5553","349.86","25","2"
"5554","SKU-5554","Item 5554","602.46","96","2"
"5555","SKU-5555","Item 5555","559.93","13","2"
"5556","SKU-5556","Item 5556","103.40","22","50"
"5557","SKU-5557","Item 5557","687.93","63","8"
"5558","SKU-5558","Item 5558","63.80","16","33"
"5559","SKU-5559","Item 5559","203.72","7","16"
"5560","SKU-5560","Item 5560","696.24","40","36"
"5561","SKU-5561","Item 5561","912.32","38","49"
"5562","SKU-5562","Item 5562","347.42","66","19"
"5563","SKU-5563","Item 5563","614.84","27","16"
"5564","SKU-5564","Item 5564","617.60","74","12"
"5565","SKU-5565","Item 5565","762.35","92","29"
"5566","SKU-5566","Item 5566","429.86","73","31"
"5567","SKU-5567","Item 5567","302.64","51","50"
"5568","SKU-5568","Item 5568","47.80","54","44"
"5569","SKU-5569","Item 5569","270.10","89","49"
"5570","SKU-5570","Item 5570","607.14","50","28"
"5571","SKU-5571","Item 5571","359.07","47","6"
"5572","SKU-5572","Item 5572","494.70","22","9"
"5573","SKU-5573","Item 5573","823.11","94","20"
"5574","SKU-5574","Item 5574","433.55","69","15"
"5575","SKU-5575","Item 5575","73.59","57","12"
"5576","SKU-5576","Item 5576","668.70","49","36"
"5577","SKU-5577","Item 5577","831.80","95","33"
"5578","SKU-5578","Item 5578","593.15","97","25"
"5579","SKU-5579","Item 5579","892.62","7","14"
"5580","SKU-5580","Item 5580","244.36","61","7"
"5581","SKU-5581","Item 5581","146.46","15","50"
"5582","SKU-5582","Item 5582","510.25","28","31"
"5583","SKU-5583","Item 5583","980.09","63","26"
"5584","SKU-5584","Item 5584","691.77","7","12"
"5585","SKU-5585","Item 5585","297.04","44","48"
"5586","SKU-5586","Item 5586","849.86","36","13"
"5587","SKU-5587","Item 5587","475.70","97","34"
"5588","SKU-5588","Item 5588","992.52","28","33"
"5589","SKU-5589","Item 5589","929.37","36","22"
"5590","SKU-5590","Item 5590","601.58","80","39"
"5591","SKU-5591","Item 5591","235.94","51","16"
"5592","SKU-5592","Item 5592","920.50","73","40"
"5593","SKU-5593","Item 5593","494.09","32","17"
"5594","SKU-5594","Item 5594","946.46","43","49"
"5595","SKU-5595","Item 5595","680.19","13","41"
"5596","SKU-5596","Item 5596","633.31","14","22"
"5597","SKU-5597","Item 5597","404.39","27","15"
"5598","SKU-5598","Item 5598","206.86","36","33"
"5599","SKU-5599","Item 5599","965.31","67","26"
"5600","SKU-5600","Item 5600","920.16","83","25"
"5601","SKU-5601","Item 5601","657.29","49","10"
"5602","SKU-5602","Item 5602","144.06","19","38"
"5603","SKU-5603","Item 5603","211.91","15","7"
"5604","SKU-5604","Item 5604","224.74","89","1"
"5605","SKU-5605","Item 5605","457.90","98","38"
"5606","SKU-5606","Item 5606","147.06","45","40"
"5607","SKU-5607","Item 5607","16.88","91","21"
"5608","SKU-5608","Item 5608","179.49","63","25"
"5609","SKU-5609","Item 5609","335.44","73","29"
"5610","SKU-5610","Item 5610","558.07","25","24"
"5611","SKU-5611","Item 5611","505.25","73","30"
"5612","SKU-5612","Item 5612","566.12","76","48"
"5613","SKU-5613","Item 5613","880.59","28","1"
"5614","SKU-5614","Item 5614","771.71","42","40"
"5615","SKU-5615","Item 5615","665.10","83","18"
"5616","SKU-5616","Item 5616","393.10","17","14"
"5617","SKU-5617","Item 5617","500.60","73","49"
"5618","SKU-5618","Item 5618","932.59","65","35"
"5619","SKU-5619","Item 5619","962.28","15","14"
"5620","SKU-5620","Item 5620","858.48","15","44"
"5621","SKU-5621","Item 5621","294.01","38","17"
"5622","SKU-5622","Item 5622","87.25","28","49"
"5623","SKU-5623","Item 5623","47.55","75","13"
"5624","SKU-5624","Item 5624","777.34","49","5"
"5625","SKU-5625","Item 5625","438.57","71","12"
"5626","SKU-5626","Item 5626","804.23","16","12"
"5627","SKU-5627","Item 5627","484.68","87","8"
"5628","SKU-5628","Item 5628","843.59","29","28"
"5629","SKU-5629","Item 5629","796.29","22","18"
"5630","SKU-5630","Item 5630","149.66","12","19"
"5631","SKU-5631","Item 5631","459.23","15","27"
"5632","SKU-5632","Item 5632","705.60","91","22"
"5633","SKU-5633","Item 5633","522.97","33","25"
"5634","SKU-5634","Item 5634","630.51","25","1"
"5635","SKU-5635","Item 5635","17.91","22","49"
"5636","SKU-5636","Item 5636","355.74","36","46"
"5637","SKU-5637","Item 5637","84.41","98","5"
"5638","SKU-5638","Item 5638","576.20","38","14"
"5639","SKU-5639","Item 5639","284.42","70","33"
"5640","SKU-5640","Item 5640","305.75","17","49"
"5641","SKU-5641","Item 5641","428.28","95","42"
"5642","SKU-5642","Item 5642","415.09","30","38"
"5643","SKU-5643","Item 5643","184.77","83","25"
"5644","SKU-5644","Item 5644","925.35","47","21"
"5645","SKU-5645","Item 5645","432.42","79","31"
"5646","SKU-5646","Item 5646","727.87","2","46"
"5647","SKU-5647","Item 5647","946.68","53","20"
"5648","SKU-5648","Item 5648","361.95","49","7"
"5649","SKU-5649","Item 5649","430.05","48","46"
"5650","SKU-5650","Item 5650","905.64","46","16"
"5651","SKU-5651","Item 5651","891.97","76","42"
"5652","SKU-5652","Item 5652","463.21","4","7"
"5653","SKU-5653","Item 5653","773.56","16","45"
"5654","SKU-5654","Item 5654","342.42","47","48"
"5655","SKU-5655","Item 5655","586.65","90","25"
"5656","SKU-5656","Item 5656","855.68","31","21"
"5657","SKU-5657","Item 5657","307.75","65","22"
"5658","SKU-5658","Item 5658","50.24","26","33"
"5659","SKU-5659","Item 5659","967.97","72","15"
"5660","SKU-5660","Item 5660","425.37","28","5"
"5661","SKU-5661","Item 5661","971.05","59","33"
"5662","SKU-5662","Item 5662","886.99","88","46"
"5663","SKU-5663","Item 5663","664.39","74","39"
"5664","SKU-5664","Item 5664","916.38","52","44"
"5665","SKU-5665","Item 5665","866.10","54","5"
"5666","SKU-5666","Item 5666","915.52","59","1"
"5667","SKU-5667","Item 5667","203.97","75","9"
"5668","SKU-5668","Item 5668","388.90","96","33"
"5669","SKU-5669","Item 5669","826.16","32","32"
"5670","SKU-5670","Item 5670","325.92","15","44"
"5671","SKU-5671","Item 5671","270.35","6","39"
"5672","SKU-5672","Item 5672","225.21","16","9"
"5673","SKU-5673","Item 5673","115.22","73","23"
"5674","SKU-5674","Item 5674","807.52","13","47"
"5675","SKU-5675","Item 5675","774.67","82","50"
"5676","SKU-5676","Item 5676","259.63","24","13"
"5677","SKU-5677","Item 5677","50.61","88","47"
"5678","SKU-5678","Item 5678","256.58","97","4"
"5679","SKU-5679","Item 5679","935.01","25","2"
"5680","SKU-5680","Item 5680","865.95","43","1"
"5681","SKU-5681","Item 5681","435.18","28","45"
"5682","SKU-5682","Item 5682","161.12","3","27"
"5683","SKU-5683","Item 5683","303.94","27","47"
"5684","SKU-5684","Item 5684","597.37","44","34"
"5685","SKU-5685","Item 5685","753.88","42","41"
"5686","SKU-5686","Item 5686","621.70","87","24"
"5687","SKU-5687","Item 5687","907.55","36","45"
"5688","SKU-5688","Item 5688","29.86","16","9"
"5689","SKU-5689","Item 5689","196.69","2","34"
"5690","SKU-5690","Item 5690","507.08","75","12"
"5691","SKU-5691","Item 5691","557.97","89","45"
"5692","SKU-5692","Item 5692","51.45","32","16"
"5693","SKU-5693","Item 5693","605.64","43","9"
"5694","SKU-5694","Item 5694","545.37","90","16"
"5695","SKU-5695","Item 5695","146.87","28","37"
"5696","SKU-5696","Item 5696","441.05","16","33"
"5697","SKU-5697","Item 5697","57.22","86","35"
"5698","SKU-5698","Item 5698","90.07","51","28"
"5699","SKU-5699","Item 5699","161.77","52","23"
"5700","SKU-5700","Item 5700","576.72","50","34"
"5701","SKU-5701","Item 5701","503.65","82","19"
"5702","SKU-5702","Item 5702","342.87","63","27"
"5703","SKU-5703","Item 5703","295.94","18","43"
"5704","SKU-5704","Item 5704","147.63","43","22"
"5705","SKU-5705","Item 5705","289.97","17","42"
"5706","SKU-5706","Item 5706","822.15","42","31"
"5707","SKU-5707","Item 5707","467.53","45","3"
"5708","SKU-5708","Item 5708","984.24","51","50"
"5709","SKU-5709","Item 5709","469.63","64","22"
"5710","SKU-5710","Item 5710","204.42","82","44"
"5711","SKU-5711","Item 5711","611.03","70","34"
"5712","SKU-5712","Item 5712","39.30","31","30"
"5713","SKU-5713","Item 5713","519.31","32","27"
"5714","SKU-5714","Item 5714","729.15","73","31"
"5715","SKU-5715","Item 5715","493.83","29","17"
"5716","SKU-5716","Item 5716","932.08","62","31"
"5717","SKU-5717","Item 5717","624.29","63","27"
"5718","SKU-5718","Item 5718","112.65","57","2"
"5719","SKU-5719","Item 5719","842.70","6","3"
"5720","SKU-5720","Item 5720","520.97","81","17"
"5721","SKU-5721","Item 5721","423.82","17","30"
"5722","SKU-5722","Item 5722","748.67","83","46"
"5723","SKU-5723","Item 5723","70.93","66","25"
"5724","SKU-5724","Item 5724","954.23","8","10"
"5725","SKU-5725","Item 5725","759.93","4","44"
"5726","SKU-5726","Item 5726","511.26","25","6"
"5727","SKU-5727","Item 5727","651.96","73","28"
"5728","SKU-5728","Item 5728","937.03","92","5"
"5729","SKU-5729","Item 5729","342.70","13","46"
"5730","SKU-5730","Item 5730","698.72","98","22"
"5731","SKU-5731","Item 5731","516.59","87","2"
"5732","SKU-5732","Item 5732","835.66","71","26"
"5733","SKU-5733","Item 5733","75.49","83","17"
"5734","SKU-5734","Item 5734","422.59","76","6"
"5735","SKU-5735","Item 5735","783.20","99","44"
"5736","SKU-5736","Item 5736","769.56","98","6"
"5737","SKU-5737","Item 5737","701.55","22","49"
"5738","SKU-5738","Item 5738","501.20","25","5"
"5739","SKU-5739","Item 5739","657.02","51","31"
"5740","SKU-5740","Item 5740","487.89","78","26"
"5741","SKU-5741","Item 5741","765.64","45","18"
"5742","SKU-5742","Item 5742","97.34","89","24"
"5743","SKU-5743","Item 5743","82.43","59","38"
"5744","SKU-5744","Item 5744","884.77","30","2"
"5745","SKU-5745","Item 5745","872.34","3","12"
"5746","SKU-5746","Item 5746","68.45","60","49"
"5747","SKU-5747","Item 5747","739.78","68","39"
"5748","SKU-5748","Item 5748","434.18","17","11"
"5749","SKU-5749","Item 5749","134.22","29","29"
"5750","SKU-5750","Item 5750","310.47","15","32"
"5751","SKU-5751","Item 5751","273.27","33","32"
"5752","SKU-5752","Item 5752","91.69","64","34"
"5753","SKU-5753","Item 5753","653.25","42","29"
"5754","SKU-5754","Item 5754","737.34","14","31"
"5755","SKU-5755","Item 5755","757.40","83","50"
"5756","SKU-5756","Item 5756","517.36","21","4"
"5757","SKU-5757","Item 5757","243.10","14","43"
"5758","SKU-5758","Item 5758","407.54","89","21"
"5759","SKU-5759","Item 5759","484.81","13","35"
"5760","SKU-5760","Item 5760","682.31","22","22"
"5761","SKU-5761","Item 5761","247.77","58","10"
"5762","SKU-5762","Item 5762","836.88","9","24"
"5763","SKU-5763","Item 5763","390.09","73","23"
"5764","SKU-5764","Item 5764","281.32","92","11"
"5765","SKU-5765","Item 5765","774.46","1","41"
"5766","SKU-5766","Item 5766","697.37","12","39"
"5767","SKU-5767","Item 5767","471.59","7","32"
"5768","SKU-5768","Item 5768","291.39","46","49"
"5769","SKU-5769","Item 5769","333.61","37","44"
"5770","SKU-5770","Item 5770","367.50","73","28"
"5771","SKU-5771","Item 5771","403.17","92","39"
"5772","SKU-5772","Item 5772","355.82","16","10"
"5773","SKU-5773","Item 5773","789.95","19","37"
"5774","SKU-5774","Item 5774","404.15","88","39"
"5775","SKU-5775","Item 5775","687.10","19","27"
"5776","SKU-5776","Item 5776","155.73","92","26"
"5777","SKU-5777","Item 5777","272.33","24","45"
"5778","SKU-5778","Item 5778","410.00","1","13"
"5779","SKU-5779","Item 5779","720.04","35","7"
"5780","SKU-5780","Item 5780","745.61","25","39"
"5781","SKU-5781","Item 5781","568.84","4","2"
"5782","SKU-5782","Item 5782","889.74","31","7"
"5783","SKU-5783","Item 5783","611.60","57","6"
"5784","SKU-5784","Item 5784","14.04","6","28"
"5785","SKU-5785","Item 5785","734.38","81","7"
"5786","SKU-5786","Item 5786","405.63","27","48"
"5787","SKU-5787","Item 5787","666.18","30","15"
"5788","SKU-5788","Item 5788","476.57","99","20"
"5789","SKU-5789","Item 5789","81.73","49","28"
"5790","SKU-5790","Item 5790","75.40","96","46"
"5791","SKU-5791","Item 5791","103.55","9","9"
"5792","SKU-5792","Item 5792","276.29","34","38"
"5793","SKU-5793","Item 5793","295.86","96","23"
"5794","SKU-5794","Item 5794","521.65","33","40"
"5795","SKU-5795","Item 5795","806.93","63","37"
"5796","SKU-5796","Item 5796","904.27","94","47"
"5797","SKU-5797","Item 5797","625.38","80","12"
"5798","SKU-5798","Item 5798","490.01","82","30"
"5799","SKU-5799","Item 5799","617.53","98","37"
"5800","SKU-5800","Item 5800","834.67","21","39"
"5801","SKU-5801","Item 5801","178.69","71","14"
"5802","SKU-5802","Item 5802","736.58","20","29"
"5803","SKU-5803","Item 5803","202.02","78","44"
"5804","SKU-5804","Item 5804","678.21","22","36"
"5805","SKU-5805","Item 5805","155.07","86","14"
"5806","SKU-5806","Item 5806","294.13","57","22"
"5807","SKU-5807","Item 5807","692.88","4","12"
"5808","SKU-5808","Item 5808","353.31","85","16"
"5809","SKU-5809","Item 5809","207.86","38","13"
"5810","SKU-5810","Item 5810","467.18","62","5"
"5811","SKU-5811","Item 5811","820.44","85","21"
"5812","SKU-5812","Item 5812","810.94","61","28"
"5813","SKU-5813","Item 5813","581.95","53","50"
"5814","SKU-5814","Item 5814","587.33","50","11"
"5815","SKU-5815","Item 5815","851.92","49","31"
"5816","SKU-5816","Item 5816","981.41","44","46"
"5817","SKU-5817","Item 5817","368.01","89","19"
"5818","SKU-5818","Item 5818","817.46","70","14"
"5819","SKU-5819","Item 5819","283.07","45","35"
"5820","SKU-5820","Item 5820","242.95","82","19"
"5821","SKU-5821","Item 5821","743.35","6","32"
"5822","SKU-5822","Item 5822","655.84","65","16"
"5823","SKU-5823","Item 5823","946.08","46","41"
"5824","SKU-5824","Item 5824","158.84","20","43"
"5825","SKU-5825","Item 5825","127.24","16","41"
"5826","SKU-5826","Item 5826","389.91","80","3"
"5827","SKU-5827","Item 5827","60.11","6","24"
"5828","SKU-5828","Item 5828","599.45","56","16"
"5829","SKU-5829","Item 5829","931.70","73","24"
"5830","SKU-5830","Item 5830","167.08","84","24"
"5831","SKU-5831","Item 5831","465.85","73","8"
"5832","SKU-5832","Item 5832","800.57","72","26"
"5833","SKU-5833","Item 5833","191.41","19","6"
"5834","SKU-5834","Item 5834","785.52","50","39"
"5835","SKU-5835","Item 5835","476.66","67","19"
"5836","SKU-5836","Item 5836","695.23","85","46"
"5837","SKU-5837","Item 5837","992.80","18","16"
"5838","SKU-5838","Item 5838","203.37","58","26"
"5839","SKU-5839","Item 5839","187.09","100","30"
"5840","SKU-5840","Item 5840","48.89","4","18"
"5841","SKU-5841","Item 5841","712.75","90","28"
"5842","SKU-5842","Item 5842","795.51","7","25"
"5843","SKU-5843","Item 5843","533.62","43","25"
"5844","SKU-5844","Item 5844","283.44","83","1"
"5845","SKU-5845","Item 5845","175.14","95","38"
"5846","SKU-5846","Item 5846","996.98","76","1"
"5847","SKU-5847","Item 5847","798.96","56","14"
"5848","SKU-5848","Item 5848","317.69","7","21"
"5849","SKU-5849","Item 5849","855.99","29","25"
"5850","SKU-5850","Item 5850","115.73","92","42"
"5851","SKU-5851","Item 5851","174.07","57","33"
"5852","SKU-5852","Item 5852","10.64","65","16"
"5853","SKU-5853","Item 5853","749.71","80","37"
"5854","SKU-5854","Item 5854","129.78","63","48"
"5855","SKU-5855","Item 5855","397.54","76","18"
"5856","SKU-5856","Item 5856","944.07","73","1"
"5857","SKU-5857","Item 5857","257.13","28","35"
"5858","SKU-5858","Item 5858","681.56","100","38"
"5859","SKU-5859","Item 5859","560.07","29","44"
"5860","SKU-5860","Item 5860","234.22","3","1"
"5861","SKU-5861","Item 5861","278.90","66","3"
"5862","SKU-5862","Item 5862","114.40","65","49"
"5863","SKU-5863","Item 5863","301.11","33","28"
"5864","SKU-5864","Item 5864","209.82","44","28"
"5865","SKU-5865","Item 5865","939.45","74","24"
"5866","SKU-5866","Item 5866","673.00","6","9"
"5867","SKU-5867","Item 5867","395.43","24","28"
"5868","SKU-5868","Item 5868","289.97","13","45"
"5869","SKU-5869","Item 5869","571.61","68","48"
"5870","SKU-5870","Item 5870","542.89","79","38"
"5871","SKU-5871","Item 5871","897.86","81","12"
"5872","SKU-5872","Item 5872","735.18","64","41"
"5873","SKU-5873","Item 5873","90.50","71","37"
"5874","SKU-5874","Item 5874","30.40","93","34"
"5875","SKU-5875","Item 5875","31.86","2","30"
"5876","SKU-5876","Item 5876","210.55","96","1"
"5877","SKU-5877","Item 5877","531.47","53","49"
"5878","SKU-5878","Item 5878","208.53","93","25"
"5879","SKU-5879","Item 5879","681.06","74","45"
"5880","SKU-5880","Item 5880","379.46","7","5"
"5881","SKU-5881","Item 5881","245.02","80","17"
"5882","SKU-5882","Item 5882","322.90","14","34"
"5883","SKU-5883","Item 5883","485.34","58","5"
"5884","SKU-5884","Item 5884","11.00","86","48"
"5885","SKU-5885","Item 5885","872.14","58","12"
"5886","SKU-5886","Item 5886","418.16","88","1"
"5887","SKU-5887","Item 5887","515.48","72","20"
"5888","SKU-5888","Item 5888","413.70","58","28"
"5889","SKU-5889","Item 5889","271.60","21","29"
"5890","SKU-5890","Item 5890","892.73","86","12"
"5891","SKU-5891","Item 5891","360.81","96","15"
"5892","SKU-5892","Item 5892","87.91","31","10"
"5893","SKU-5893","Item 5893","305.12","75","3"
